ID,Name,Watched,Rating
948,The Life,no,0
949,The Life and Adventures of Nicholas Nickleby,no,0
950,Life Begins at 8:40,no,0
951,The Light in the Piazza,no,0
952,The Light Princess,no,0
953,The Lightning Thief: The Percy Jackson Musical,no,0
954,The Likes of Us,no,0
955,Li'l Abner,no,0
956,The Lion King,no,0
957,The Lion King 1½,no,0
958,The Lion King II: Simba's Pride,no,0
959,Little by Little,no,0
960,Little Fish,no,0
961,Little Ham,no,0
962,Little Johnny Jones,no,0
963,Little Mary Sunshine,no,0
964,Little Me,no,0
965,The Little Mermaid,no,0
966,Little Miss Sunshine,no,0
967,Little Nemo: Adventures in Slumberland,no,0
968,A Little Night Music,no,0
969,A Little Princess,no,0
970,Little Shop of Horrors,no,0
971,Little Tramp,no,0
972,Little Women,no,0
973,Lizzie,no,0
974,Lock Up Your Daughters,no,0
975,London Calling!,no,0
976,London Road,no,0
977,Lone Star Love,no,0
978,Look to the Lilies,no,0
979,Lord of the Dance,no,0
980,The Lord of the Rings,no,0
981,Lorelei,no,0
982,Loserville,no,0
983,Lost in the Stars,no,0
984,Louisiana Purchase,no,0
985,Love from Judy,no,0
986,Love Life,no,0
987,Love Never Dies,no,0
988,The Love Note,no,0
989,Love Story,no,0
990,Love! at the Cafe!,no,0
991,Love,no,0
992,LoveMusik,no,0
993,Lucky Guy,no,0
994,Lucky Stiff,no,0
995,Ludwig II,no,0
996,Lust 'n Rust,no,0
997,Lysistrata Jones,no,0
998,Mack & Mabel,no,0
999,The Mad Show,no,0
1000,Made in Dagenham,no,0
1001,The Madwoman of Central Park West,no,0
1002,Maggie May,no,0
1003,The Magic Mrs. Piggle Wiggle,no,0
1004,The Magic of Lassie,no,0
1005,The Maid of the Mountains,no,0
1006,Make a Wish,no,0
1007,Make Me a Song,no,0
1008,Making Tracks,no,0
1009,Mame,no,0
1010,Mamma Mia!,no,0
1011,Mamma Mia! Here We Go Again,no,0
1012,Mam'zelle Champagne,no,0
1013,The Man from Snowy River: Arena Spectacular,no,0
1014,Man of La Mancha,no,0
1015,The Man With a Load of Mischief,no,0
1016,The Many Adventures of Winnie the Pooh,no,0
1017,March of the Falsettos,no,0
1018,Margie,no,0
1019,Marguerite,no,0
1020,Marie Christine,no,0
1021,Marinka,no,0
1022,Marry Me a Little,no,0
1023,Martin Guerre,no,0
1024,Mary Poppins,no,0
1025,Mary Poppins Returns,no,0
1026,Mascherato,no,0
1027,Matador,no,0
1028,Matilda,no,0
1029,Maytime,no,0
1030,Me and Juliet,no,0
1031,Me and My Dick,no,0
1032,Me and My Girl,no,0
1033,The Me Nobody Knows,no,0
1034,Mean Girls,no,0
1035,Meet Me in St. Louis,no,0
1036,Meet Mister Future,no,0
1037,Meet the Feebles,no,0
1038,Mein Freund Bunbury,no,0
1039,Memphis,no,0
1040,Menopause,no,0
1041,Merlin,no,0
1042,Merrily We Roll Along,no,0
1043,Metropolis,no,0
1044,Mexican Hayride,no,0
1045,The Mighty Kong,no,0
1046,Milk and Honey,no,0
1047,Million Dollar Quartet,no,0
1048,Minimum Wage,no,0
1049,A Minister's Wife,no,0
1050,Les Misérables,no,0
1051,Miss 1917,no,0
1052,Miss Liberty,no,0
1053,Miss Saigon,no,0
1054,MJ: The Musical,no,0
1055,Moana,no,0
1056,Moby Dick,no,0
1057,Monkey Business,no,0
1058,Moon Landing,no,0
1059,More Than You Deserve,no,0
1060,The Most Happy Fella,no,0
1061,Motown: The Musical,no,0
1062,Moulin Rouge!,no,0
1063,Movin' Out,no,0
1064,Mozart!,no,0
1065,Mozart,no,0
1066,Mr. Cinders,no,0
1067,Mr. President,no,0
1068,Mr. Wonderful,no,0
1069,Mrs Henderson Presents,no,0
1070,Mrs. Patterson,no,0
1071,Mrs. Santa Claus,no,0
1072,Much Ado,no,0
1073,Mulan,no,0
1074,Mulan II,no,0
1075,The Muppet Movie,no,0
1076,Murder Ballad,no,0
1077,Murder for Two,no,0
1078,Muriel's Wedding (musical),no,0
1079,The Music Man,no,0
1080,Mutiny!,no,0
1081,My Fair Lady,no,0
1082,My Favorite Year,no,0
1083,My Life With Albertine,no,0
1084,My Little Pony: The Movie,no,0
1085,My Name Is Ben,no,0
1086,My One and Only,no,0
1087,My Scary Girl,no,0
1088,My Son Pinocchio,no,0
1089,The Mystery of Edwin Drood,no,0
1090,Napoleon,no,0
1091,Narnia,no,0
1092,Natasha,no,0
1093,Nate the Great,no,0
1094,Nativity!,no,0
1095,Ned Kelly,no,0
1096,Netru,no,0
1097,Never Forget,no,0
1098,Never Gonna Dance,no,0
1099,Nevermore: The Imaginary Life and Mysterious Death of Edgar Allan Poe,no,0
1100,A New Brain,no,0
1101,New Faces of 1952,no,0
1102,New Girl in Town,no,0
1103,Newsical,no,0
1104,Newsies,no,0
1105,Next to Normal,no,0
1106,Nice Work If You Can Get It,no,0
1107,A Night with Janis Joplin,no,0
1108,Night of the Living Dead! The Musical!,no,0
1109,Nightingale,no,0
1110,The Nightmare Before Christmas,no,0
1111,Nine,no,0
1112,No Strings,no,0
1113,No,no,0
1114,Nobody's Boy,no,0
1115,Nord-Ost,no,0
1116,Nosferatu the Vampire,no,0
1117,Notre-Dame de Paris,no,0
1118,Now Is the Time for All Good Men,no,0
1119,Now. Here. This.,no,0
1120,Nunsense,no,0
1121,Nymph Errant,no,0
1122,O Marry Me!,no,0
1123,O Pioneers!,no,0
1124,O Say Can You See!,no,0
1125,October Sky,no,0
1126,Of Thee I Sing,no,0
1127,Of V We Sing,no,0
1128,The Office! A Musical Parody,no,0
1129,Oh,no,0
1130,Oh! Calcutta!,no,0
1131,Oh,no,0
1132,Oh,no,0
1133,Oh,no,0
1134,Oil City Symphony,no,0
1135,Oklahoma!,no,0
1136,Olaf's Frozen Adventure,no,0
1137,Oliver & Company,no,0
1138,Oliver!,no,0
1139,Olympus on My Mind,no,0
1140,On a Clear Day You Can See Forever,no,0
1141,On the Level,no,0
1142,On the Record,no,0
1143,On the Town,no,0
1144,On the Twentieth Century,no,0
1145,On Your Feet!,no,0
1146,On Your Toes,no,0
1147,Once,no,0
1148,Once on This Island,no,0
1149,Once Upon a Mattress,no,0
1150,Once Upon a Time at the Adelphi,no,0
1151,One and One,no,0
1152,The One and Only,no,0
1153,One Touch of Venus,no,0
1154,Only Fools and Horses The Musical,no,0
1155,Only the Lonely - The Roy Orbison Story,no,0
1156,Ordinary Days,no,0
1157,Our House,no,0
1158,Our Miss Gibbs,no,0
1159,Out of This World,no,0
1160,Over Here!,no,0
1161,Pacific 1860,no,0
1162,Pacific Overtures,no,0
1163,Paint Your Wagon,no,0
1164,The Pajama Game,no,0
1165,Pal Joey,no,0
1166,Panama Hattie,no,0
1167,Parade,no,0
1168,Paramour,no,0
1169,Paris,no,0
1170,Passing Strange,no,0
1171,Passing Through,no,0
1172,Passion,no,0
1173,The Passion Flower Hotel,no,0
1174,Pegados,no,0
1175,Pennies from Heaven,no,0
1176,Perchance to Dream,no,0
1177,The Perfect City,no,0
1178,Perfect Harmony,no,0
1179,The Perils of Pauline,no,0
1180,Peter Pan,no,0
1181,Peter Pan: A Musical Adventure,no,0
1182,Pete's Dragon,no,0
1183,Le Petit Prince,no,0
1184,Phantom of the Opera,no,0
1185,The Phantom of the Opera,no,0
1186,The Phantom Tollbooth,no,0
1187,Phi-Phi,no,0
1188,Pickwick,no,0
1189,Pieces of Eight,no,0
1190,Pink Floyd – The Wall,no,0
1191,Pinocchio,no,0
1192,Pins and Needles,no,0
1193,Pipe Dream,no,0
1194,Pippin,no,0
1195,The Pirate Queen,no,0
1196,The Pirates of Penzance,no,0
1197,Pitch Perfect,no,0
1198,Pitch Perfect 2,no,0
1199,Pitch Perfect 3,no,0
1200,Plain and Fancy,no,0
1201,Platinum,no,0
1202,Play On!,no,0
1203,La Plume de Ma Tante,no,0
1204,Pocahontas,no,0
1205,Pokémon Live!,no,0
1206,Poor Little Rich Girl,no,0
1207,Popeye,no,0
1208,Porgy and Bess,no,0
1209,Portofino,no,0
1210,Pretty Woman,no,0
1211,Pride and Prejudice,no,0
1212,Prince of Broadway,no,0
1213,The Prince and the Pauper,no,0
1214,The Princess and the Frog,no,0
1215,The Producers,no,0
1216,The Prom,no,0
1217,Promenade,no,0
1218,Promises,no,0
1219,Pump Boys and Dinettes,no,0
1220,Purlie,no,0
1221,Puteri Gunung Ledang,no,0
1222,Quadrophenia,no,0
1223,Queen O' Hearts,no,0
1224,Queen of the Mist,no,0
1225,Quilters,no,0
1226,The Race to Urga,no,0
1227,Rachael Lily Rosenbloom (And Don't You Ever Forget It),no,0
1228,Rags,no,0
1229,Ragtime,no,0
1230,Raise Your Voice,no,0
1231,Raisin,no,0
1232,Randy Newman's Faust,no,0
1233,Rebecca,no,0
1234,Red Pepper,no,0
1235,The Red Shoes,no,0
1236,Red,no,0
1237,Red,no,0
1238,Redhead,no,0
1239,Reefer Madness,no,0
1240,Rent,no,0
1241,Repo! The Genetic Opera,no,0
1242,Return to the Forbidden Planet,no,0
1243,La Révolution Française,no,0
1244,Revolution in the Elbow of Ragnar Agnarsson Furniture Painter,no,0
1245,Rex,no,0
1246,The Rink,no,0
1247,Riverwind,no,0
1248,Road Show,no,0
1249,Road to Morocco,no,0
1250,Road to Singapore,no,0
1251,Road to Utopia,no,0
1252,Road to Zanzibar,no,0
1253,The Roar of the Greasepaint – The Smell of the Crowd,no,0
1254,The Robber Bridegroom,no,0
1255,Robert and Elizabeth,no,0
1256,Roberta,no,0
1257,Rock 'n Roll Café,no,0
1258,Rock of Ages,no,0
1259,Rockabye Hamlet,no,0
1260,Rockville,no,0
1261,Rocky,no,0
1262,The Rocky Horror Show,no,0
1263,Le Roi Soleil,no,0
1264,Roman Holiday,no,0
1265,Romance in Hard Times,no,0
1266,Romance/Romance,no,0
1267,Roméo et Juliette,no,0
1268,Rosalie,no,0
1269,Rose-Marie,no,0
1270,The Rothschilds,no,0
1271,Rover Dangerfield,no,0
1272,Royal Wedding,no,0
1273,A Runaway Girl,no,0
1274,Runaways,no,0
1275,Sadie Thompson,no,0
1276,Sail Away,no,0
1277,Salad Days,no,0
1278,Sally,no,0
1279,Saludos Amigos,no,0
1280,Salvation,no,0
1281,San Francisco,no,0
1282,The Sap of Life,no,0
1283,Sarafina!,no,0
1284,Saratoga,no,0
1285,Saturday Night,no,0
1286,Saturday Night Fever,no,0
1287,Saucy Jack and the Space Vixens,no,0
1288,Saved,no,0
1289,Say It with Songs,no,0
1290,Say When,no,0
1291,Say,no,0
1292,Scandalous,no,0
1293,The Scarlet Pimpernel,no,0
1294,School of Rock,no,0
1295,Schwestern im Geiste,no,0
1296,The Scottsboro Boys,no,0
1297,Scrooge,no,0
1298,Second Chance,no,0
1299,The Secret Garden,no,0
1300,The Secret Life of Walter Mitty,no,0
1301,See Rock City & Other Destinations,no,0
1302,See What I Wanna See,no,0
1303,See You Later,no,0
1304,Seesaw,no,0
1305,Sergeant Brue,no,0
1306,Seussical,no,0
1307,Seven Brides for Seven Brothers,no,0
1308,Sgt. Pepper's Lonely Hearts Club Band,no,0
1309,Shangri-La,no,0
1310,Sharpay's Fabulous Adventure,no,0
1311,She Loves Me,no,0
1312,Shenandoah,no,0
1313,Shinbone Alley,no,0
1314,Shock Treatment,no,0
1315,Shockheaded Peter,no,0
1316,Shout! The Mod Musical,no,0
1317,Show Boat,no,0
1318,Show Girl,no,0
1319,Showgirls! The Musical,no,0
1320,Showtune,no,0
1321,Shrek The Musical,no,0
1322,Side by Side by Sondheim,no,0
1323,Side Show,no,0
1324,Silk Stockings,no,0
1325,Sing,no,0
1326,Sing As We Go,no,0
1327,Singin' in the Rain,no,0
1328,Sister Act,no,0
1329,Six,no,0
1330,Skittles Commercial: The Broadway Musical,no,0
1331,Skyscraper,no,0
1332,Sleeping Beauty,no,0
1333,The Slipper and the Rose,no,0
1334,Smike,no,0
1335,Smile,no,0
1336,Smiling the Boy Fell Dead,no,0
1337,Smoke on the Mountain,no,0
1338,Smokey Joe's Cafe,no,0
1339,Snoopy!,no,0
1340,Snoopy,no,0
1341,Snow White and the Seven Dwarfs,no,0
1342,Snow.Wolf.Lake,no,0
1343,Soho Cinders,no,0
1344,Some Like It Hot,no,0
1345,Someone Like You,no,0
1346,Something Rotten!,no,0
1347,Sondheim on Sondheim,no,0
1348,Song and Dance,no,0
1349,Song of Norway,no,0
1350,Songs for a New World,no,0
1351,Sophisticated Ladies,no,0
1352,Soul Men,no,0
1353,Soul Sister,no,0
1354,The Sound of Music,no,0
1355,South Pacific,no,0
1356,South Park: Bigger,no,0
1357,SOVIET ZION,no,0
1358,Spamalot,no,0
1359,Spectacular!,no,0
1360,Spider-Man: Turn Off the Dark,no,0
1361,The Spitfire Grill,no,0
1362,SpongeBob SquarePants,no,0
1363,Spring Awakening,no,0
1364,St. Louis Woman,no,0
1365,Stalker: The Musical,no,0
1366,A Star Is Born (1954),no,0
1367,Starlight Express,no,0
1368,Starmania,no,0
1369,Starmites,no,0
1370,Starship,no,0
1371,Starting Here,no,0
1372,State Fair,no,0
1373,Steel Pier,no,0
1374,Step Up: All In,no,0
1375,Stephen Ward,no,0
1376,Stingray Sam,no,0
1377,Stop the World – I Want to Get Off,no,0
1378,The Story of My Life,no,0
1379,Street Scene,no,0
1380,Strike Up the Band,no,0
1381,The Stripper,no,0
1382,The Student Prince,no,0
1383,Subways Are For Sleeping,no,0
1384,Sugar,no,0
1385,Sugar Babies,no,0
1386,Summer: The Donna Summer Musical,no,0
1387,Sunday in the Park with George,no,0
1388,Sunny Afternoon,no,0
1389,Sunset Boulevard,no,0
1390,Sunshine on Leith,no,0
1391,Sweeney Todd: The Demon Barber of Fleet Street,no,0
1392,Sweet Charity,no,0
1393,Sweet Smell of Success,no,0
1394,The Swing Mikado,no,0
1395,Swing Time,no,0
1396,Swing!,no,0
1397,Swinging on a Star,no,0
1398,The Sword in the Stone,no,0
1399,Taboo,no,0
1400,Take Flight!,no,0
1401,Take It Easy,no,0
1402,Take Me Along,no,0
1403,Taking My Turn,no,0
1404,A Tale of Two Cities,no,0
1405,Tältprojektet,no,0
1406,Tangled,no,0
1407,Tango Argentino,no,0
1408,The Tap Dance Kid,no,0
1409,Tarzan,no,0
1410,Teacher's Pet,no,0
1411,The Ten Commandments,no,0
1412,Tenacious D in The Pick of Destiny,no,0
1413,Tenderloin,no,0
1414,Texas Li'l Darlin',no,0
1415,That Midnight Kiss,no,0
1416,They're Playing Our Song,no,0
1417,The Thing About Men,no,0
1418,Thoroughly Modern Millie,no,0
1419,Thou Shalt Not,no,0
1420,The Three Caballeros,no,0
1421,The Three Musketeers,no,0
1422,Three Postcards,no,0
1423,Three Wishes for Jamie,no,0
1424,The Threepenny Opera,no,0
1425,Tick,no,0
1426,Tickets,no,0
1427,Tickle Me,no,0
1428,The Tigger Movie,no,0
1429,Timbuktu!,no,0
1430,Tina,no,0
1431,Tintypes,no,0
1432,Titanic,no,0
1433,title of show,no,0
1434,Tomorrow Morning,no,0
1435,Tonight's the Night,no,0
1436,Too Close to the Sun,no,0
1437,Too Many Girls,no,0
1438,Tootsie,no,0
1439,Top Banana,no,0
1440,Top Hat,no,0
1441,Tovarich,no,0
1442,The Toxic Avenger,no,0
1443,The Trail To Oregon!,no,0
1444,The Travelling,no,0
1445,A Tree Grows in Brooklyn,no,0
1446,Triassic Parq,no,0
1447,Triumph of Love,no,0
1448,Tuck Everlasting,no,0
1449,Turkish Delight the Opera,no,0
1450,Twang!!,no,0
1451,Twisted,no,0
1452,Two by Two,no,0
1453,Two Cities,no,0
1454,Two Gentlemen of Verona,no,0
1455,Two on the Aisle,no,0
1456,Two's Company,no,0
1457,The Umbrellas of Cherbourg,no,0
1458,The Unauthorized Musical Parody of Clueless,no,0
1459,The Unauthorized Musical Parody of Bridesmaids,no,0
1460,The Unauthorized Musical Parody of Home Alone,no,0
1461,The Unauthorized Musical Parody of Jurassic Park,no,0
1462,The Unsinkable Molly Brown,no,0
1463,Unwritten Rules,no,0
1464,Urban Cowboy,no,0
1465,Urinetown,no,0
1466,Ushers: The Front of House Musical,no,0
1467,The Utter Glory of Morrissey Hall,no,0
1468,Vanities,no,0
1469,The Versailles Necklace,no,0
1470,Very Good,no,0
1471,A Very Merry Unauthorized Children's Scientology Pageant,no,0
1472,A Very Potter Musical,no,0
1473,A Very Potter Senior Year,no,0
1474,A Very Potter Sequel,no,0
1475,Very Warm for May,no,0
1476,Via Galactica,no,0
1477,Victor/Victoria,no,0
1478,Violet,no,0
1479,The Visit,no,0
1480,Vivir Intentando,no,0
1481,Wait a Minim!,no,0
1482,Waitress,no,0
1483,Walk a Little Faster,no,0
1484,Walking Happy,no,0
1485,Walmartopia,no,0
1486,War Paint,no,0
1487,We Are The Tigers,no,0
1488,We Will Rock You,no,0
1489,The Wedding Singer,no,0
1490,Welcome to the Voice,no,0
1491,The Well of Romance,no,0
1492,Were the World Mine,no,0
1493,West Side Story,no,0
1494,Wetion,no,0
1495,What Makes Sammy Run?,no,0
1496,Where's Charley?,no,0
1497,Whistle Down the Wind,no,0
1498,White Christmas,no,0
1499,Whoop Up,no,0
1500,Whoopee!,no,0
1501,The Who's Tommy,no,0
1502,Wicked,no,0
1503,The Wild Party (LaChiusa),no,0
1504,The Wild Party (Lippa),no,0
1505,Wild,no,0
1506,Wildcat,no,0
1507,The Will Rogers Follies,no,0
1508,Willy Wonka & the Chocolate Factory,no,0
1509,Willy Wonka,no,0
1510,Willy Wonka Junior,no,0
1511,The Wind in the Willows,no,0
1512,The Wind Road Boys,no,0
1513,Winnie the Pooh and a Day for Eeyore,no,0
1514,Winnie the Pooh and the Blustery Day,no,0
1515,Winnie the Pooh and the Honey Tree,no,0
1516,Winnie the Pooh and Tigger Too,no,0
1517,Wish You Were Here,no,0
1518,The Witches of Eastwick,no,0
1519,The Wiz,no,0
1520,The Wizard of Oz,no,0
1521,The Woman in White,no,0
1522,Woman of the Year,no,0
1523,Women on the Verge of a Nervous Breakdown,no,0
1524,A Wonderful Life,no,0
1525,Wonderful Town,no,0
1526,The Wonderful Wizard of Oz,no,0
1527,Wonderland,no,0
1528,Words and Music,no,0
1529,Working,no,0
1530,Wuthering Heights,no,0
1531,Xanadu,no,0
1532,A Year with Frog and Toad,no,0
1533,Yellow Submarine,no,0
1534,Yentl,no,0
1535,The Yeomen of the Guard,no,0
1536,Yes Nurse! No Nurse!,no,0
1537,You Said It,no,0
1538,Young Frankenstein,no,0
1539,Your Own Thing,no,0
1540,You're a Good Man,no,0
1541,Zanna,no,0
1542,Zenda,no,0
1543,Ziegfeld Follies,no,0
1544,Ziegfeld Follies of 1909,no,0
1545,Ziegfeld Follies of 1910,no,0
1546,Ziegfeld Follies of 1911,no,0
1547,Ziegfeld Follies of 1912,no,0
1548,Ziegfeld Follies of 1913,no,0
1549,Ziegfeld Follies of 1914,no,0
1550,Ziegfeld Follies of 1915,no,0
1551,Ziegfeld Follies of 1917,no,0
1552,Ziegfeld Follies of 1919,no,0
1553,Ziegfeld Follies of 1920,no,0
1554,Ziegfeld Follies of 1921,no,0
1555,Ziegfeld Follies of 1922,no,0
1556,Ziegfeld Follies of 1923,no,0
1557,Ziegfeld Follies of 1924,no,0
1558,Ziegfeld Follies of 1927,no,0
1559,Ziegfeld Follies of 1931,no,0
1560,Ziegfeld Follies of 1934,no,0
1561,Ziegfeld Follies of 1936,no,0
1562,Ziegfeld Follies of 1943,no,0
1563,Ziegfeld Follies of 1957,no,0
1564,Ziegfeld Follies of 1958,no,0
1565,Ziegfeld Girl,no,0
1566,Ziegfeld Girls of 1920,no,0
1567,Ziegfeld Midnight Frolic,no,0
1568,Zig-Zag is not a film,no,0
1569,Zip Goes a Million,no,0
1570,Zipp!,no,0
1571,ZM,no,0
1572,Zombie Prom,no,0
1573,Zombies,no,0
1574,Zombies from The Beyond,no,0
1575,The Zombies of Penzance,no,0
1576,The Zoo,no,0
1577,Zorba,no,0
1578,Zorro,no,0
1579,Zuleika,no,0
